,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10
Gene_11,7.1692585158991715,9.158709354469282,9.31457096694646,8.395445461556761,9.677428576667982,10.808101713629076,13.77237180242106,10.349155625663679,10.515100781445529,9.851108168467665,9.074906113407135,9.859447895227671,7.711970275025438,8.221905813659518,9.319212544896356,10.761837704451612,14.835282462706147,10.74171074386943,10.938235374441867,11.6645813297929
Gene_12,6.1624575694019175,9.946972249101567,10.120460419882052,14.926484224970572,9.615278070437755,10.603094684667225,9.930576460589513,7.6626439247609355,12.285645629030041,11.503866065373549,5.965996479615229,12.311171774988917,9.949152828510966,15.515682421583143,9.834074475034988,11.226513818168186,10.875168455662642,8.596479164849812,12.032528298409462,10.880951387925979
Gene_13,11.582063894086094,8.181225090410521,12.805588621872198,7.196297874415438,11.17371418760054,14.380911251619956,8.018927349738624,8.867404540794457,10.199302730175283,8.993048691767601,14.585235684991805,8.197240750809968,14.004801060544185,6.088656563892242,11.394101467695863,14.753711867637513,8.991742419666457,6.644950399802518,10.865443343253613,8.343307236399708
Gene_14,6.898673137867735,10.137125949612054,7.87539257254779,10.947184861270363,8.161151531532393,13.09986881003508,8.433493415327526,9.35587696758865,11.62703443473934,7.53827136713209,7.723018849062658,9.600796752773892,7.519909876622209,11.173557250877096,7.608822061929198,13.124334363299726,7.74011764678421,8.022706515889922,13.1449914871687,6.742222674308161
Gene_15,10.45491986920826,12.614285508564857,6.785033530877545,10.36926771706461,10.519765588496847,11.56364574355462,7.526098578243836,7.359086773831447,11.043883131233795,10.593969346466372,10.776238981600276,13.86717659005864,6.670089428361502,10.04410181731907,11.24600367716427,13.181579566281773,6.856783313157367,7.708938941814009,9.811388536266467,10.700768342784182
Gene_16,10.500985700691754,10.692896418993952,8.639950556843019,10.464507394322007,10.586144946597363,8.571297163947264,13.731549022289514,10.947665841823575,7.617393005594703,11.31310721726766,11.035190385229829,10.338271777238885,8.682958723017787,9.556280626014557,11.163223557978856,10.126991412830414,13.13440515251905,10.824994075271192,8.619939252048885,13.025197936590397
Gene_17,8.050636659545358,11.574169207484903,12.317191158014808,8.358635363296578,11.926752258488644,10.825561853872996,11.64412031998898,13.793585965307894,9.509223767994259,8.492527671285021,7.0574468473364265,11.905384470068954,13.100321980334332,8.75657897266773,9.949960191611558,11.826651863181768,13.663456671079624,14.410247716477398,8.978117714699996,8.479400424920739
Gene_18,8.220971140748954,8.368379430069123,9.845796581171792,10.682303949633289,10.553381598660039,11.654366498072047,10.026003783755813,12.907068154314633,9.470686333524087,15.440338333179238,10.490884208404548,9.77834197092968,10.98582319955612,11.538716533167666,10.392244486469066,11.95379531741628,10.448081048077297,13.956642470379077,11.47960522779099,17.058676469972365
Gene_19,11.251334695530012,8.285684887167434,7.858215003877776,10.96494483048637,9.553074429348298,11.428000988184184,10.94647524914709,9.854342174686254,8.30641256386319,6.970305550628271,10.331950339733972,9.009679856068484,9.094978349045673,12.083805160631005,9.423840665960878,14.842110203952545,10.169390686815971,9.271153728020204,9.040007645124767,9.587108605592125
Gene_20,9.106970095865957,11.712797588646945,10.428187488260408,7.508522442576024,10.346361851702364,10.770634759457673,8.232285127597734,10.307450211891055,10.116417436892,7.714059404338753,8.770775245161786,11.946969222999952,12.0054811612761,7.99066028768829,10.511757997172069,11.836267661344394,9.004803117827327,11.837888997527847,11.907886325957364,8.521062464344116
Gene_21,10.715574720696566,11.121569052736469,12.166102486350553,12.107604104069805,7.244661264085818,8.124349920169754,11.03007053441732,11.027571901824418,11.030095372612095,17.70546298130944,11.507307446074876,11.835680035022602,13.155233042999841,12.66277474194127,7.7440527817635285,9.820977040996997,13.046186714772363,10.020018957190997,11.540116524352664,17.516768547864206
Gene_22,11.141781021386334,12.271131280361198,11.908003526986406,11.302782502611596,9.369461510719308,11.517938440986535,8.454349570924856,9.526362786519982,9.029272904341793,10.163748278772646,11.330809554900263,13.173647490096519,13.077441898528875,11.69065605900025,7.956121175996505,11.052892860410356,9.850849241125022,7.285936364485051,10.716700056023793,11.184978269417186
Gene_23,14.629317133347017,6.265469614816504,11.372520380749027,6.774568257620697,9.056136268421133,12.177901193934732,10.128560038190926,7.844510444141388,8.569392581480063,11.35919549786935,16.44549321487704,6.566900427935543,9.811114956726122,7.704930899127195,10.830789392459474,13.602622999448153,9.96586855470289,8.431271519604035,8.536556312700139,11.039929033679979
Gene_24,8.539266736565727,10.43291717916395,10.091143679807628,8.696799304788366,14.28788817865065,11.267838044636022,5.949714826684786,10.372908629538856,8.676427070463223,11.704866669592448,9.994655307745578,9.735384867898787,9.697327249226015,8.09277367131598,13.297640655351604,11.914252336478626,7.611217875166762,10.688031873293589,7.670679269899057,13.044811209334476
Gene_25,8.4149585231346,9.770527117066202,11.009974557960915,11.731510388340244,7.599407185888447,9.330997528318104,9.050109377678087,8.693341534852577,13.530908480562193,10.80996342192191,10.60066027716957,9.624284792919607,11.031420291243196,12.747171018423638,9.721280933673498,9.311163382592877,8.217659596679882,9.824760141124983,14.829976553704492,11.316094872357137
Gene_26,7.478232091329909,11.835723894109552,14.244312394025266,12.064930521102294,6.961260068091973,9.031531854267497,12.533822298373245,8.584661068762438,10.887638856292456,11.549268106858673,7.420098831672458,13.330102625101599,15.27234839857323,11.796495004198801,7.5103547993976445,8.179824322242851,13.719712754811166,8.822427499379582,10.951928023907719,12.01639362170624
Gene_27,8.146139056843834,9.8809492878764,3.517465319861855,7.951224717331421,9.49486369721368,7.504433636070301,13.26482260786327,7.139717244078735,9.119911026606033,10.261481154572182,8.686446756174082,11.27587934944196,4.608555851187076,8.294815438538619,10.758531846932675,8.405170889761914,13.338222971577233,7.514999085842249,9.471688137762913,11.266742497746383
Gene_28,12.882546578132231,7.128275697641121,12.32632750430992,10.020466122039174,8.036982697904097,10.92420694852654,10.39811939114694,8.79956624568241,10.139604169980037,9.22937280627648,13.01552396341059,7.2378665112194875,14.795084813743877,11.460201603786278,7.776382033478958,11.995147942468739,11.016469456802117,9.691117420942504,10.776945494545142,10.919015451761716
Gene_29,10.227034690502496,11.324261349042093,13.172033632290704,7.524369002346302,14.266066749312532,6.095824400954996,9.696429809928834,11.176634412969154,10.561983735470065,8.754600960358813,11.072655035153941,11.762172650827805,14.714224209273722,8.257654043434174,14.88754532864159,6.909847003441111,10.102820786562466,11.685861405964623,10.475289146708192,8.503433740734934
Gene_30,9.58375549928545,9.013998130682335,8.821270486111576,11.69920419404205,10.714030971930095,8.614180809478691,11.799199750866501,10.614599041753218,11.62572423767792,11.259257683847224,9.08518511280301,8.122014843885259,8.441553124727019,12.024937159575124,11.317148554375732,8.842884246331051,9.943496260739144,12.68918539951556,13.212204360568302,12.205017535064353
Gene_31,8.342009978155856,8.879637919606061,11.494587210246523,11.22074053086693,9.958196812071703,10.234654766617563,12.555329791576849,8.81685722232834,11.094194762340075,9.595614695132213,10.749500650709123,8.40227380212235,13.882212330872528,10.755526454116382,10.69693473736306,9.460817441483359,13.070023887121216,9.703023720326728,11.43950443120552,10.80949213922235
Gene_32,9.564637593545559,12.19755370397438,11.65083269797606,11.627019272001277,12.610957614308658,10.042007683265519,11.363905942589927,9.379466486813088,10.648332704976884,9.73971389126463,10.163652043032815,12.175138975596871,11.584019380173721,12.937933044616974,12.457215584501691,11.457410653750456,13.086617735421857,8.21075262446696,12.281259092277919,12.300136589709329
Gene_33,10.193991929985437,11.190314050873827,8.363558633533055,14.184774551370921,7.987965237000596,7.571622774424536,12.316221747000135,11.583325387925871,11.24823963410431,11.25669101852856,10.945995691187365,12.28939823616865,9.900563957902213,14.409292236191899,8.670245460538466,6.757423244801426,12.954856775530587,12.581437383570412,12.264402657030779,12.82211574212614
Gene_34,9.97550645430617,8.205491257028337,10.151609116387453,8.645676576975777,11.950239466835502,9.705885236995723,8.349005606414977,9.357228316694012,10.82586290855125,8.87255089439205,9.700704276170642,8.17288450035484,12.547116462378808,8.995348203212068,12.65027325414783,10.138875195270503,8.027324780109954,11.48075752758582,10.798161496630643,8.245265370685122
Gene_35,8.355559208867136,10.487374422983825,10.489933142217446,8.98611364925774,9.057923388763355,10.464099874715272,7.103831317005351,7.1850724512468895,8.563111557495128,9.573105696576306,8.404818931564385,8.985668421258291,10.338645677234263,8.517985051405415,10.17535201969068,10.2906856351554,8.4916352525842,9.08355644431621,9.844286893782728,9.85771740771623
Gene_36,10.621815131196009,12.950712433899104,11.71531924640404,9.680122940073145,9.961967584194623,7.994941270724382,9.96297372801522,9.422682722159724,10.64543712067618,8.345538112895355,11.2629296279016,11.925727493755044,12.0815398738828,9.319684472006312,11.156293965343922,11.067693659968857,10.962795363989029,7.931542573205057,10.784206927761806,8.96802903826981
Gene_37,11.038693028482344,13.065477826005155,9.782479703086285,10.803423444197882,11.380287983422225,9.197559056228327,10.448184963620834,10.02518480156359,10.195352197097664,8.453980432289066,11.626050453742607,12.834664700396402,10.52777144572322,10.060922607278496,10.935379260737157,10.34335669783204,9.932521732741009,11.063396407055848,9.325888422441606,10.718806316080801
Gene_38,10.049020348517885,10.9959965824909,12.902287215590084,11.918541652170413,14.306364915023114,8.4653048742239,11.744641273441356,10.366684011476703,14.379605866435345,8.383403429289697,9.774750426113831,11.272330010687456,13.73290047668049,11.853191699669319,14.949770876094417,9.540661598744025,13.205254505944842,11.65818144744966,14.707795402632671,8.736771655246095
Gene_39,8.320556315638449,8.801214709111957,5.752208551380386,8.948489956638477,8.481734676892604,10.300787572952416,10.683511951554319,13.752341678431772,11.9008476763721,8.846192688675194,11.169664873663482,10.251103777361248,5.330384895060172,9.54847812040403,8.64659153811441,10.665453339029305,9.95401679384623,13.84041844404582,14.212403449566013,9.925268989550696
Gene_40,8.203170657303284,10.983838343013012,7.359533585958715,13.662917531708707,12.358880241442574,9.061648695790591,6.573730941818245,12.707744748330825,9.770920309494764,12.475632623946924,6.212009249151824,12.700561835510959,8.949163108867877,13.803632227402291,13.576143785225788,8.702249484973391,6.603475225551888,14.706291109000679,9.999190269625055,11.105900961991932
Gene_41,6.811144682411266,8.801249954092455,10.010487399436366,10.093961187529484,9.099869057041513,11.245699864694998,7.864759141234812,9.715241029957413,10.240591263423799,11.028877668117499,7.247841459629929,9.222661561178098,11.708855968809825,10.608297609705243,9.17828674560122,12.790756009926204,8.485549373735921,9.465218348391696,11.895588823965417,11.722539432634298
Gene_42,11.42322975617778,7.750715816324261,6.931771658528755,12.555353643797018,10.664628023959184,8.503026926886893,13.102303951045046,10.231349268585717,12.358594368127653,10.135036962820218,11.926155722857217,8.428624207735915,6.361103287112158,12.527699867618681,11.168210625791966,8.808363231862213,14.874732333861642,10.94875512131272,13.713498290764056,10.644432317396067
Gene_43,14.121495849763974,13.510681684886409,9.502071703041853,11.94314190190871,11.290751899170296,12.737263115064698,8.070153078839791,11.372102919996879,12.116848973699176,6.482521027153771,15.677784333510097,14.408209441459563,10.015492188430313,12.429858812949691,10.836313272879332,13.744178835201009,8.529948344303412,11.370110959815674,13.723310744511247,5.73230500125897
Gene_44,7.63348297466845,5.921535644479799,9.461186331110884,11.435084511591924,13.004714104192056,10.148189560839551,13.257231091142584,7.239797083570217,6.593235121289691,9.888904602206763,7.710987079236016,7.4492543932593325,10.276709272031137,11.887225583939166,13.755717647342202,10.827603731888392,12.240568544856663,7.390535198222255,8.70975677580344,9.729580467429596
Gene_45,10.768130897878615,9.934610503811815,5.865115799920247,9.821759920974424,7.391060998990294,11.339345097660077,10.733196492193697,8.120240427345289,8.972266165326612,7.881572956222097,10.949829883774282,9.892989740502626,6.278100576602109,9.738637089650126,8.377802501148354,12.036658509950344,12.006744107300715,7.569299261156329,9.13192568244371,8.155850324609963
Gene_46,9.874641805453656,11.910284641002477,8.028547907328912,11.008093031035688,8.939484763255118,8.414254335475311,9.785939280090885,7.929515355161252,8.892701389305635,7.6042442148223035,10.83028871554225,11.617063443795443,9.444201711587256,12.694508621553297,8.450612415619535,8.423381440581746,9.754007771798792,11.06190155983875,8.962801284097749,9.781869656978438
Gene_47,13.929450265832779,10.070527103943457,8.600548984014829,10.427959821468445,9.77534390061834,9.558060800933553,11.22833340008685,11.51501542009461,8.938997704778945,8.84836351871064,13.16281827072617,9.580876137779093,8.413944452166628,10.082270510021923,10.007445166459842,9.349282598212055,10.908991807352276,13.173487416567937,10.66279132729211,10.297660017085956
Gene_48,9.449896605696711,5.39615767052883,6.9696178756028955,12.733748534889049,13.289935427002568,9.501927920887244,11.153113926111534,10.622500309087073,16.157761616910477,12.239149822869154,10.47389556128104,5.988900736308382,6.9725871849369865,12.280591030133957,14.152931130435256,8.828297528340446,10.65919299693614,12.275413565291883,18.558410658632564,13.132444961035635
Gene_49,9.744164817038467,8.088919118799149,6.787107359484855,10.406927271734446,8.487298509431394,7.155492580804651,8.706854231514948,7.8369039927712105,13.37428327014513,11.763279513898901,11.350621969333112,8.343070801355166,5.949433173397171,11.51909889035303,9.556587832701458,7.727161134684895,8.964478773409835,9.299114571352309,12.888550236717656,11.489498935008243
Gene_50,9.984054717366766,12.959888277780053,10.154736615295237,8.277431597343472,13.046248154539315,11.077820087369318,7.925507691347088,9.619322643832783,8.248763493230486,7.234400538071328,9.475948210606337,13.54486124041588,9.566843603185978,8.09318941682823,12.840492592312117,11.317211755035359,6.938133244943111,10.20652763587005,9.996067143895164,7.869891910388089
Gene_51,11.852355095063283,13.818833280940261,7.202864852361717,11.125938473381142,8.698714861756347,9.025749232470607,8.815212151522262,8.272018460640368,10.097043255889654,8.338099767177924,13.893676239864604,15.652831466817187,8.480599899609572,11.700624316018027,9.221215250001787,10.289549004833868,8.92354154201823,6.889497709172904,11.089047309992614,7.707031137242954
Gene_52,10.540913651559677,9.899523781101726,9.52210390626718,8.184872675916804,8.846457338863335,11.510782451651512,11.001834375248762,8.044889510402898,10.19866461085845,11.502774246743577,10.078772423369292,10.399747729097514,9.92697902871371,7.2727970696011734,9.511948902996474,12.976922112512561,10.37349280498298,9.817372841251657,9.138493785728507,14.120098391114531
Gene_53,6.6611894377572565,11.08672038475987,8.674752482108307,11.141197337186318,8.473481686914965,6.390235798670962,6.744915124233675,10.096169893322765,10.519445003442964,8.191366749791182,6.749929007273773,11.732337381586762,7.282718909622637,11.579061270717009,9.201963864633157,6.804073694571468,6.681834047181301,9.64960537479495,12.149971622980274,8.722173884789132
Gene_54,11.277184917554749,6.67695987546208,9.867840402705367,7.577967600475087,8.696327784395681,10.094797342632829,8.279173269432095,9.23088891154035,12.012585618428881,8.846216260953703,13.317937294071521,6.650477520667157,9.93304570933315,8.89356184507125,7.573352822392117,9.381333982479905,9.876658240785257,8.558954982317154,10.693534603126334,11.214743449026795
Gene_55,11.671384224130284,7.740586290684764,11.059608355830566,12.8831372413158,5.056710999745421,8.406209489059046,11.15414425436108,9.593909227914015,10.742291746742618,8.79202962656836,10.777566576256078,8.424705689012933,11.628693548554837,10.572508924697717,5.289393976577612,9.354622738538156,12.00845363587994,10.997429911717516,10.854800431837184,10.00453406866052
Gene_56,10.1731795749458,9.68864552921584,12.335564123319614,10.508841686602427,10.675205324150404,9.176246067755065,9.024787551855013,9.134883624360759,10.788904284756594,9.158031038359475,9.983850506865728,8.778178112803065,11.53783574763838,9.546731231407012,12.184791292041599,8.161672558696509,9.798826392504317,9.368959430288326,11.186255711305963,11.021638333559174
Gene_57,10.579549713792826,14.150801597290878,11.742249406863385,9.347952935664317,12.402427844327889,9.183849253956897,5.923750929644292,7.983827378165191,6.258416157948289,9.296973031917382,10.641122346577552,15.262403158840561,12.279812758244496,9.69593403003162,15.202396968714362,8.242507508241527,7.712882765081737,9.140233943655163,6.278891163316505,11.426291549358993
Gene_58,10.036836758379103,13.352874624550566,10.653854747528325,9.561798942382271,11.658811162366979,5.57772938198423,10.471229116217131,11.541730387773933,7.0428275084403165,12.287508086413858,8.688726645990567,13.331107967251494,9.945372543259248,10.47388240725373,11.045747061179801,6.510793328725549,10.784792700395577,11.562376445117849,7.931474754473627,12.518886462475795
Gene_59,10.676992814988829,9.169424172198397,11.26556373221257,14.541385715608792,10.363732510116991,10.496441172600672,9.081278200919511,8.300311261070416,11.66067163308849,8.287832348182265,10.08835797192979,12.470797161833376,11.278396549183425,12.823776635456777,10.021633820395602,9.729164484227942,10.407423816960026,9.121963920662001,12.559384434878835,8.41780988234502
Gene_60,10.143132474438785,9.044685106469768,10.957959651492784,10.667324210573897,12.075079888515798,8.979967202290506,9.460250129413257,8.042472568435386,9.111413479847776,10.754600986089704,10.363782227381863,9.173754002862099,11.376766467357314,12.002657645938733,12.911155301021145,9.980080031911374,10.45980903766246,9.426915005817124,9.899563521388032,11.613449058768623
Gene_61,11.513977233290703,8.155669351644748,11.73921184021132,12.711275717609901,10.826869806447402,13.753591625116131,8.452421601792853,7.510690593377166,6.442559502191443,12.992088622978367,13.202783474483859,7.990623433641637,11.383469260259814,12.025354118423046,11.509784370067658,12.399859383897008,9.41457569785253,7.901497498876614,8.0771992020125,12.820171312513375
Gene_62,11.308731312708115,9.88883065817909,10.55993725263964,7.7490219054032465,14.891503959233653,10.258442363950454,10.218789589209786,11.451533247797384,10.962018463473427,10.447768048558263,11.60541302729061,11.511033991472459,12.443072899417793,7.568869539651427,15.573285191820812,11.052861341634502,11.092442994830934,11.688957588481761,12.743401861597063,9.058064564936718
Gene_63,8.419051089109375,10.942936714271992,13.764048992950068,12.690840092309955,13.186373253278795,8.97756864713763,8.020790359482838,9.748426159800704,10.11144982457739,12.188383036941897,8.497920854308292,11.89086744704494,14.721273804899411,14.543599122924718,14.884598646480082,9.192027021830407,9.820661603013443,9.534384416023249,11.542337207369227,14.498905515362889
Gene_64,6.615070740570362,13.059100638921228,9.683984202842021,9.14623786010516,7.975791249479665,6.690286656268461,11.64634116792383,10.146635934376807,7.420078200517892,7.409842455872768,8.33001484742533,13.66487102244535,9.8522054310699,8.117646563845874,8.786330887393868,6.075069428297542,11.353206504309892,9.455890133640136,7.459685867861237,7.881873041385786
Gene_65,9.328430601419743,13.338043050578786,9.48081729727279,6.993714093763788,9.50851387182811,9.45455286050466,4.606226714116857,9.891410266964376,9.538130939582643,11.392412729626837,10.10204518258545,13.237536415164824,11.050101003667972,7.285508835773822,9.22079143856259,10.180845127748096,7.069779547660673,10.726570833499494,9.675275312209036,10.364951373508134
Gene_66,13.69791218989069,12.253130059095515,9.462222618890339,7.786948182516659,15.14671960649972,10.118436868028976,10.027858583825893,9.951749825779993,10.39616952153571,9.711279176152114,13.97849986891862,12.98805818418363,9.574641727634768,6.621563544275659,14.796154216996287,12.072975328916733,11.961859587556354,9.565110656575396,11.568926308735131,9.032706391381941
Gene_67,8.852675986239527,8.906282117519215,9.934493459568003,8.91315045773247,8.57430843464567,10.212860455383794,9.49004556515829,13.007985977165378,4.698060383213976,12.183013703844924,10.75699226823448,9.65151796541345,11.384134958184537,7.698057110549931,9.75194553657056,10.705186391699291,10.841974635949132,14.422853775263228,5.263845072688725,12.08218406474901
Gene_68,12.492170384995259,5.853219535183701,9.314624811839302,9.257118268008417,7.184976610564357,8.44436662481825,7.7788483090683425,13.504540886847245,11.871356786294923,12.543110189988317,13.771866567174753,6.293065035778573,8.94183985831166,8.83696603655073,6.207812194251975,8.434075465255185,9.381540355142722,14.182370686552678,11.841589080371882,13.847966128168396
Gene_69,11.443344128086471,7.741896457565542,8.950959467440452,10.978749122455836,7.555744382216109,11.425996860344776,9.51934920368373,9.250358384900805,11.421919936406983,10.88852662297208,11.110867506363082,8.33724673189832,9.271329094714936,12.25787974804419,6.478516011296609,11.07579911453012,8.381103544589196,9.490761663091535,13.133347440039413,10.883079413318553
Gene_70,9.27806766836184,12.318659606728495,7.837873344800205,11.231871213888528,11.186202515936767,9.380907121372019,10.652266044484236,7.497772847229394,11.848054038413801,9.630195727114021,9.26738373016619,13.690384030912632,9.406422903255505,11.643300146619739,12.370917369986659,8.803952580494073,12.53024037840965,10.146479141166445,12.869269829602526,8.045864105771221
Gene_71,8.95455395896192,12.098018451673779,8.59131261891448,7.183077407272881,6.8867416529521925,11.21201990269128,7.439141295007434,13.50958836396873,5.836141184232556,13.392912736580076,8.896323696564137,13.2108437733431,8.669829621748118,8.955275961522979,7.974898917388058,11.005544401925484,7.971406105778686,13.11575514332964,6.153556305820114,13.338319496147523
Gene_72,10.422034934405238,9.806573776259215,8.910161826382101,10.798272228704143,9.924730595150303,12.206603764033042,10.228455297324079,10.300603522923755,9.272775575572288,9.886108752557865,12.096796734638275,12.42258583309021,7.9789734931463485,9.37505594249439,10.179558173298917,11.18818806520436,10.774666900994996,11.549539636729682,11.266917472839113,10.587503311273146
Gene_73,10.615603537784118,6.579663214686748,7.303629155788574,11.48652818804543,10.341730876255884,9.632033327294641,10.036867866130786,10.695163410723342,8.920480639381276,8.443390549195374,10.922448312934538,5.101278298113664,7.829814304974373,12.05781544859489,11.48068769046863,9.42354522576555,10.101815265894926,9.717161155419157,7.129187832497211,7.834893458398591
Gene_74,10.391690510195364,8.043254444769936,10.816505511428943,6.594832791524319,12.058311274651288,10.945194964826086,10.51205946862775,11.965381967891028,13.330948888925153,12.028740130036262,9.321364695942346,8.879966740190547,10.798371454762085,6.55659566144953,11.573898228476075,8.212629532313652,12.520370217375302,11.46511144511424,13.418528819075247,11.073847964746951
Gene_75,6.318251537336709,7.4408460665285965,8.750362844608642,10.052182100421668,11.035318040938247,8.548512373693068,10.373533528954157,8.489234135293355,8.776964394016103,7.186677806303555,7.790181880777343,8.08427500356592,8.423997559342773,10.159952489077643,13.213497963063116,8.97554294181179,10.691799991338252,8.04785264915409,7.3823832435438,7.526639132724211
Gene_76,8.153533507778192,7.296630788767333,8.048253494045335,12.10728359321568,8.101202222336115,15.26476412967478,10.986635801761778,10.369672247389747,8.283284439637573,11.400619758817983,8.97901862010281,8.896215253095002,6.29975695954568,11.482187266192652,8.020461131779664,15.761283281101578,11.341602110233357,10.747983561702478,9.191380498207517,10.997326648038873
Gene_77,8.848724347524453,10.244019629290722,15.12016907653759,9.8078802005507,12.298546652571352,8.593647149748225,9.930023019006077,13.54160127127102,8.746065884424466,13.624897115993857,10.282865789758148,11.177472070990204,15.30033681240951,11.908788192439616,14.354962688143118,10.026542504942034,7.411466248438284,15.620546363988996,10.0408244068964,16.131305753706794
Gene_78,11.415503870910952,8.875066448211465,11.264815478111043,11.94510889925346,11.243619924434393,6.859550560219088,8.545725648350263,9.50496272889699,9.851133141799908,11.241344195101355,13.15296846264449,10.95340912570875,12.643470328291421,13.793802097898972,13.737743665168832,7.576105298597294,7.473495104272134,9.697501828881848,10.741078741183344,11.816231779472913
Gene_79,10.355402001866508,7.3293112825797975,10.760395702011927,11.221171490567647,11.119580895862079,12.161561451109243,11.667844309097807,10.918360158456874,9.859668577082706,6.678078132968017,9.608840035707082,6.198243657384818,10.519233033377098,12.528911046551798,13.199920666685049,13.578129064886944,13.225271596211943,11.337544585293317,8.617586119376742,6.722857552085312
Gene_80,10.859236438265171,10.415375374326223,10.543157674390747,7.446502848359382,7.837886919183475,12.106305706665808,9.92088969228669,11.363001394745249,10.056636752260923,10.059512278991491,11.100472026392792,10.41832288749054,11.097852539765373,8.387922608252332,9.190902107426973,12.328185842299474,8.517130286642097,11.380123675454113,10.600347149252906,11.7823202011249
Gene_81,11.876567611951995,8.967910543565253,10.192241553881967,9.075449422589916,9.131007545135368,9.381655753062722,10.444267543267426,9.042502756673045,12.511512251147042,8.210785395560992,11.808759769767889,9.980454171964656,10.9823294535174,9.619349955713304,10.56154086445996,9.220814556310142,10.36908109362391,9.530601933578817,12.371365746053343,9.218797686615591
Gene_82,9.626256711677282,9.12053788345165,12.893955768707466,10.39310955302315,12.06368907893727,7.028879253926056,10.534100531738517,11.779261591246874,10.16456797855085,12.130960750130702,9.413064407311149,9.846842091196784,13.29378299992071,11.108035517799856,12.10394768387423,7.189790959399229,11.130109799735568,12.481336097408187,10.660366063159692,14.336323106643786
